top - 14:07:09 up 206 days,  4:35, 19 users,  load average: 9.93, 10.95, 11.39
Tasks: 1278 total,   5 running, 1272 sleeping,   0 stopped,   1 zombie
%Cpu(s): 29.8 us, 14.7 sy,  0.0 ni, 51.5 id,  4.0 wa,  0.0 hi,  0.0 si,  0.0 st
KiB Mem : 39456400+total, 10969974+free, 34925868 used, 24993840+buff/cache
KiB Swap: 33554428 total, 32846192 free,   708236 used. 35313244+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
 65690 farleik   20   0  542880   4552   3576 S   0.0  0.0   0:00.27 gvfsd-network
 67831 root      20   0       0      0      0 S   0.0  0.0   0:01.24 kworker/9:1
 72668 tiltonns  20   0 1101020  35752  18752 S   0.0  0.0   0:26.32 nautilus
 74214 cannizag  20   0  450192  21268   4276 S   0.0  0.0 380:29.22 python
 75720 tiltonns  20   0 1145872  83888  18848 S   0.0  0.0   2:25.67 gedit
 76450 tiltonns  20   0  542880   6584   3576 S   0.0  0.0   0:00.07 gvfsd-network
 76474 tiltonns  20   0  493664   4640   3620 S   0.0  0.0   0:00.39 gvfsd-dnssd
 77805 ander210  20   0  220292   5824   4012 S   0.0  0.0   0:07.30 icpc
 77826 ander210  20   0  176088 122480  16004 S   0.0  0.0   0:00.48 mcpcom
 79224 root      20   0  112924   4364   3344 S   0.0  0.0  49:29.72 sshd
 80196 strasbm3  20   0  453344   5568   3368 S   0.0  0.0   2:43.90 ibus-daemon
 83650 root      20   0  268740   4944   3672 S   0.0  0.0   0:00.03 sudo
 83654 software  20   0  117348   3992   1800 S   0.0  0.0   0:00.97 bash
 84628 root      20   0  417456   7144   4388 S   0.0  0.0   0:00.20 gdm-session-wor
 85493 fitzgev   20   0  113284   1204   1032 S   0.0  0.0   0:00.03 sh
 85533 nx        20   0  697192  73348   6188 S   0.0  0.0   0:04.16 nxserver.bin
 85601 grindlm   20   0   72472   1224    440 S   0.0  0.0   0:00.03 ssh-agent
 86745 root       0 -20       0      0      0 S   0.0  0.0   0:00.24 kworker/7:2H
 87990 prochaci  20   0  593660  81696   4680 S   0.0  0.0 401:38.58 rsession
 88395 prochaci  20   0  824632 177716   5628 S   0.0  0.0 329:35.97 rsession
 88647 muellej   20   0  120412   7064   1804 S   0.0  0.0   0:00.63 bash
 90718 root       0 -20  148544   4428   3300 S   0.0  0.0   0:00.73 nxexec
 91057 fitzgev    0 -20 3481840 213320  83688 S   0.0  0.1  10:46.43 nxnode.bin
 91471 fitzgev   20   0  673704   9544   6684 S   0.0  0.0   0:01.51 gnome-session-b
 91556 fitzgev   20   0 1785696   8928   7004 S   0.0  0.0   5:41.88 pulseaudio
 91580 fitzgev   20   0 1744676  43540  16212 S   0.0  0.0   0:07.51 nxclient.bin
 91737 fitzgev   20   0   58908    696    268 S   0.0  0.0   0:00.00 dbus-launch
 91751 fitzgev   20   0   78448   1268    776 S   0.0  0.0   0:00.00 dbus-daemon
 91759 fitzgev   20   0   58908    952    484 S   0.0  0.0   0:00.00 dbus-launch
 91764 fitzgev   20   0   79612   2824   1176 S   0.0  0.0   0:01.89 dbus-daemon
 91861 fitzgev   20   0  391912   4212   3480 S   0.0  0.0   0:00.04 imsettings-daem
 91870 fitzgev   20   0  388732   4000   3124 S   0.0  0.0   0:00.13 gvfsd
 91881 fitzgev   20   0  417824   3192   2616 S   0.0  0.0   0:00.01 gvfsd-fuse
 91939 fitzgev   20   0   72508    780      0 S   0.0  0.0   0:00.42 ssh-agent
 91993 fitzgev   20   0  346808   3724   3068 S   0.0  0.0   0:00.01 at-spi-bus-laun
 91998 fitzgev   20   0   78580   2512   1872 S   0.0  0.0   0:00.98 dbus-daemon
 92001 fitzgev   20   0  233116   4072   3304 S   0.0  0.0   0:02.03 at-spi2-registr
 92034 fitzgev   20   0  317392   3716   2844 S   0.0  0.0   0:00.13 gnome-keyring-d
 92046 fitzgev   20   0 5677940 286496  77624 S   0.0  0.1  38:02.72 gnome-shell
 92124 fitzgev   20   0  453312   5628   3352 S   0.0  0.0   0:02.70 ibus-daemon
 92128 fitzgev   20   0  375956   3548   2944 S   0.0  0.0   0:00.01 ibus-dconf
 92130 fitzgev   20   0  464808  13468   8696 S   0.0  0.0   0:00.11 ibus-x11
 92132 fitzgev   20   0  375964   3348   2776 S   0.0  0.0   0:00.09 ibus-portal
 92143 fitzgev   20   0  371456   3140   2564 S   0.0  0.0   0:00.00 xdg-permission-
 92147 fitzgev   20   0  650088  11724   8936 S   0.0  0.0   0:00.23 gnome-shell-cal
 92153 fitzgev   20   0 1444472  16440  11988 S   0.0  0.0   0:00.13 evolution-sourc
 92160 fitzgev   20   0  187424   2952   2400 S   0.0  0.0   0:00.40 dconf-service
 92165 fitzgev   20   0  893324  25164  19132 S   0.0  0.0   0:00.08 goa-daemon
 92177 fitzgev   20   0  527716   8160   6120 S   0.0  0.0   0:05.07 goa-identity-se
 92190 fitzgev   20   0  411660   7492   6120 S   0.0  0.0   0:00.60 mission-control
 92202 fitzgev   20   0  416200   5884   4088 S   0.0  0.0   0:11.34 gvfs-udisks2-vo
 92212 fitzgev   20   0  371556   3144   2572 S   0.0  0.0   0:00.02 gvfs-goa-volume
 92218 fitzgev   20   0  400688   3628   2812 S   0.0  0.0   0:00.02 gvfs-gphoto2-vo
 92225 fitzgev   20   0  478512   4380   3400 S   0.0  0.0   0:00.02 gvfs-afc-volume
 92233 fitzgev   20   0  391600   3380   2704 S   0.0  0.0   0:00.02 gvfs-mtp-volume
 92255 fitzgev   20   0  631636  14852   9540 S   0.0  0.0   0:00.89 gsd-power
 92258 fitzgev   20   0  439192   5524   4188 S   0.0  0.0   0:00.12 gsd-print-notif
 92259 fitzgev   20   0  538872   3264   2596 S   0.0  0.0   0:00.05 gsd-rfkill
 92260 fitzgev   20   0  374184   2832   2300 S   0.0  0.0   0:00.04 gsd-screensaver
 92261 fitzgev   20   0  558992   4204   3288 S   0.0  0.0   0:00.05 gsd-sharing
 92263 fitzgev   20   0  455008   4716   3652 S   0.0  0.0   0:00.05 gsd-sound
 92268 fitzgev   20   0  615268  15064   9632 S   0.0  0.0   0:00.21 gsd-xsettings
 92271 fitzgev   20   0  549240  14276   8992 S   0.0  0.0   0:00.17 gsd-wacom
 92272 fitzgev   20   0  472472   5056   4172 S   0.0  0.0   0:00.07 gsd-smartcard
 92277 fitzgev   20   0  456812   3380   2764 S   0.0  0.0   0:00.08 gsd-account
 92290 fitzgev   20   0  376484   3244   2672 S   0.0  0.0   0:00.04 gsd-a11y-settin
 92291 fitzgev   20   0  464432  13284   8508 S   0.0  0.0   0:00.13 gsd-clipboard
 92293 fitzgev   20   0  705800  14812   9376 S   0.0  0.0   0:14.57 gsd-color
 92296 fitzgev   20   0  541548   8340   6300 S   0.0  0.0   0:00.04 gsd-datetime
 92300 fitzgev   20   0  463512   4176   3180 S   0.0  0.0   0:41.85 gsd-housekeepin
 92303 fitzgev   20   0  614128  13596   8716 S   0.0  0.0   0:00.15 gsd-keyboard
 92304 fitzgev   20   0 1077388  15424  10068 S   0.0  0.0   0:00.71 gsd-media-keys
 92307 fitzgev   20   0  376488   3228   2656 S   0.0  0.0   0:00.04 gsd-mouse
 92327 fitzgev   20   0  608628   7768   5736 S   0.0  0.0   0:00.04 gsd-printer
 92358 fitzgev   20   0 1305500  73836  21044 S   0.0  0.0   0:07.65 gnome-software
 92363 fitzgev   20   0  273064   3536   2616 S   0.0  0.0   0:00.00 gsd-disk-utilit
 92365 fitzgev   39  19  911300  10928   7384 S   0.0  0.0   0:00.20 tracker-miner-a
 92369 fitzgev   39  19  649192  11172   7888 S   0.0  0.0   0:00.12 tracker-miner-f
 92374 fitzgev   20   0  888960  28856  17828 S   0.0  0.0   0:06.25 nautilus-deskto
 92377 fitzgev   39  19  562012   9868   7136 S   0.0  0.0   0:00.03 tracker-miner-u
 92388 fitzgev   20   0  529960  16568  10808 S   0.0  0.0   0:00.10 abrt-applet
 92391 fitzgev   39  19  660768  12580   7732 S   0.0  0.0   0:00.12 tracker-extract
 92394 fitzgev   20   0  309984   9644   7084 S   0.0  0.0   0:00.03 seapplet
 92413 fitzgev   20   0  595200  16996   6144 S   0.0  0.0   0:00.68 tracker-store
 92429 fitzgev   20   0  538764   4912   3528 S   0.0  0.0   0:01.11 gvfsd-trash
 92495 fitzgev   20   0  916700  16264  12084 S   0.0  0.0   0:00.07 evolution-calen
 92534 fitzgev   20   0 1207260  16240  12032 S   0.0  0.0   0:00.27 evolution-calen
 92565 fitzgev   20   0  903424  15712  11620 S   0.0  0.0   0:00.07 evolution-addre
 92626 fitzgev   20   0 1185652  17056  12784 S   0.0  0.0   0:00.08 evolution-addre
 92664 fitzgev   20   0  317896   3300   2648 S   0.0  0.0   0:00.16 gvfsd-metadata
 92677 fitzgev   20   0  302300   3436   2852 S   0.0  0.0   0:00.37 ibus-engine-sim
 92772 fitzgev   20   0  536092   3892   3032 S   0.0  0.0   0:00.02 gvfsd-burn
 93214 cannizag  20   0  523420  20316   4272 S   0.0  0.0 334:04.22 python
 93269 sahuid    20   0   45644    992      0 S   0.0  0.0   0:00.00 qsub
 93963 muellej   20   0  120280   6808   1676 S   0.0  0.0   0:00.13 bash
 94056 muellej   20   0  120280   6804   1676 S   0.0  0.0   0:00.12 bash
 94173 root       0 -20       0      0      0 S   0.0  0.0   0:01.19 kworker/0:0H
 95021 muellej   20   0  178844   4332   3324 S   0.0  0.0   0:08.90 ssh
 95023 muellej   20   0   72512   3120   2332 S   0.0  0.0   0:00.00 ssh-agent
 95047 muellej   20   0  180916   4392   3380 S   0.0  0.0   0:08.02 ssh
 98617 root      20   0  335860   4164   3452 S   0.0  0.0   0:10.60 gdm-session-wor
 98848 gdm        9 -11 1171544   2860   2404 S   0.0  0.0   0:00.06 pulseaudio
102490 muellej   20   0   46292   3404   2400 S   0.0  0.0   0:00.05 qsub
102577 muellej   20   0   46292   1236    220 S   0.0  0.0   0:00.16 qsub
102578 muellej   20   0   47096   2384    564 S   0.0  0.0   1:03.62 qsub
103626 morris75  20   0  456340  10956   3364 S   0.0  0.0   4:28.45 ibus-daemon
107020 ascaniaa  20   0   45644    992      0 S   0.0  0.0   0:00.00 qsub
107037 chamitu   20   0  453124   7444   3368 S   0.0  0.0   2:28.30 ibus-daemon
107540 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/20:1H
110158 root       0 -20       0      0      0 S   0.0  0.0   0:01.06 kworker/6:0H
112399 root      20   0  186228   6112   4516 S   0.0  0.0   0:00.50 sshd
112439 wilso240  20   0  186372   2880   1156 S   0.0  0.0   0:03.30 sshd
112444 wilso240  20   0   72392   3056   2132 S   0.0  0.0   0:05.78 sftp-server
112984 root      20   0  417456   9180   4388 S   0.0  0.0   0:00.19 gdm-session-wor
114686 root       0 -20       0      0      0 S   0.0  0.0   0:18.01 kworker/1:0H
115370 root       0 -20       0      0      0 S   0.0  0.0   0:00.91 kworker/14:1H
116881 wrigh121  20   0  453096   5512   3364 S   0.0  0.0   4:49.06 ibus-daemon
118641 root      20   0       0      0      0 S   0.0  0.0   0:00.28 kworker/8:0
125971 root       0 -20       0      0      0 S   0.0  0.0   0:15.80 kworker/0:1H
131167 root      20   0  102904   2792    716 S   0.0  0.0   0:00.89 dhclient
133710 root       0 -20       0      0      0 S   0.0  0.0   0:27.95 kworker/22:1H
137140 root      20   0  348108   4568   3484 S   0.0  0.0   0:09.02 gdm-session-wor
137917 ntp       20   0   29956   1588   1424 S   0.0  0.0   1:58.30 ntpd
142204 cannizag  20   0  523412  20476   4272 S   0.0  0.0 379:53.81 python
146184 root       0 -20       0      0      0 S   0.0  0.0   0:02.44 kworker/1:2H
146505 trippigd  20   0  453100   5404   3360 S   0.0  0.0   1:12.88 ibus-daemon
147245 root       0 -20       0      0      0 S   0.0  0.0   0:15.83 kworker/8:2H
147610 flynnkm   20   0  585948   5852   3744 S   0.0  0.0   0:01.01 sd_espeak
147616 flynnkm   20   0  123680   2488   1744 S   0.0  0.0   0:00.00 sd_dummy
147618 flynnkm   20   0   94268    584    324 S   0.0  0.0   0:00.00 speech-dispatch
148322 xus2      20   0  453128   5448   3364 S   0.0  0.0   2:25.73 ibus-daemon
148767 fitzgev   20   0 1194836  51624  23508 S   0.0  0.0   0:56.25 nautilus
150187 fitzgev   20   0  181780   2964   2384 S   0.0  0.0   0:00.15 gconfd-2
150685 fitzgev   20   0 3831928 420976 146696 S   0.0  0.1  12:35.70 firefox-bin
150844 fitzgev   20   0 2699912  66820  36620 S   0.0  0.0   0:18.75 WebExtensions
150935 fitzgev   20   0 3090532 167740  76524 S   0.0  0.0   1:28.37 Web Content
151855 root       0 -20       0      0      0 S   0.0  0.0   0:04.28 kworker/11:2H
152012 fitzgev   20   0 3378916 317996  77016 S   0.0  0.1   6:43.72 Web Content
154946 root       0 -20       0      0      0 S   0.0  0.0   0:15.82 kworker/7:0H
155961 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/4:0H
156262 mongod    20   0 1052136 122280   5756 S   0.0  0.0   1610:12 mongod
157113 root      20   0       0      0      0 S   0.0  0.0   0:00.51 kworker/7:2
157199 root       0 -20       0      0      0 S   0.0  0.0   0:21.04 kworker/16:0H
157543 root      20   0   91788   2196   1148 S   0.0  0.0   4:16.74 master
157585 postfix   20   0  102236   4396   3244 S   0.0  0.0   1:18.87 qmgr
158474 fornadma  20   0  453128   5416   3356 S   0.0  0.0   1:48.15 ibus-daemon
159227 connorkg  20   0  453104   5444   3360 S   0.0  0.0   5:12.85 ibus-daemon
160663 dalesiew  20   0  453100   5392   3364 S   0.0  0.0   3:03.24 ibus-daemon
163366 xus2      20   0  304444   3604   3000 S   0.0  0.0   0:00.01 ibus-daemon
164255 root      20   0  417456   6088   4388 S   0.0  0.0   0:00.07 gdm-session-wor
165170 root      20   0       0      0      0 S   0.0  0.0   0:02.79 kworker/0:2
165839 root      20   0  417456   6080   4384 S   0.0  0.0   0:00.07 gdm-session-wor
165854 wrigh121  20   0  304444   3604   3000 S   0.0  0.0   0:00.02 ibus-daemon
167856 root       0 -20       0      0      0 S   0.0  0.0   0:06.72 kworker/3:0H
169257 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
169498 root       0 -20       0      0      0 S   0.0  0.0   0:01.60 kworker/3:2H
169612 root      30  10       0      0      0 Z   0.0  0.0   0:00.26 yumBackend.py
170908 cannizag  20   0  449948  20456   4268 S   0.0  0.0 376:56.94 python
170992 root      20   0  561864  20084   3600 S   0.0  0.0   0:17.06 gdm
171001 root      20   0  449216  34616  18160 S   0.0  0.0  10:02.23 X
171076 root      20   0  379860   4928   3884 S   0.0  0.0   0:01.09 gdm-session-wor
171108 root       0 -20       0      0      0 S   0.0  0.0   0:07.02 kworker/4:2H
171367 flynnkm   20   0  113284   1204   1036 S   0.0  0.0   0:00.03 sh
171434 nx        20   0  623204  73012   6196 S   0.0  0.0   0:03.44 nxserver.bin
171597 root       0 -20  148544   4432   3300 S   0.0  0.0   0:00.71 nxexec
171671 flynnkm    0 -20 2947040 199432  74748 S   0.0  0.1   2:42.36 nxnode.bin
171711 flynnkm   20   0  673708   9480   6664 S   0.0  0.0   0:01.26 gnome-session-b
171755 flynnkm   20   0 1261288   6136   4312 S   0.0  0.0   0:28.90 pulseaudio
171773 flynnkm   20   0 1727172  25872  15964 S   0.0  0.0   0:02.89 nxclient.bin
171844 flynnkm   20   0   58908    692    268 S   0.0  0.0   0:00.00 dbus-launch
171847 flynnkm   20   0   58908    952    484 S   0.0  0.0   0:00.00 dbus-launch
171848 flynnkm   20   0   78448   1260    776 S   0.0  0.0   0:00.00 dbus-daemon
171849 flynnkm   20   0   79488   2692   1176 S   0.0  0.0   0:01.11 dbus-daemon
171900 flynnkm   20   0  391912   4240   3496 S   0.0  0.0   0:00.05 imsettings-daem
171921 flynnkm   20   0  388744   3976   3120 S   0.0  0.0   0:00.05 gvfsd
171928 flynnkm   20   0  417824   3196   2612 S   0.0  0.0   0:00.00 gvfsd-fuse
172089 flynnkm   20   0   72508    780      0 S   0.0  0.0   0:00.33 ssh-agent
172162 gdm       20   0  744928  11064   6520 S   0.0  0.0   0:32.52 gnome-session-b
172170 gdm       20   0   59040    964    464 S   0.0  0.0   0:00.00 dbus-launch
172173 gdm       20   0   78912   2052   1184 S   0.0  0.0   0:00.08 dbus-daemon
172222 gdm       20   0  346828   3652   3048 S   0.0  0.0   0:00.00 at-spi-bus-laun
172231 gdm       20   0   78580   2424   1872 S   0.0  0.0   0:00.01 dbus-daemon
172236 gdm       20   0  233124   3944   3180 S   0.0  0.0   0:00.01 at-spi2-registr
172293 flynnkm   20   0  346816   3732   3076 S   0.0  0.0   0:00.02 at-spi-bus-laun
172299 flynnkm   20   0   78580   2500   1872 S   0.0  0.0   0:00.30 dbus-daemon
172304 flynnkm   20   0  233120   3924   3180 S   0.0  0.0   0:00.72 at-spi2-registr
172314 gdm       20   0 5079284 132596  58968 S   0.0  0.0  48:05.59 gnome-shell
172337 flynnkm   20   0  317396   3720   2844 S   0.0  0.0   0:00.05 gnome-keyring-d
172363 flynnkm   20   0 5306572 219364  73604 S   0.0  0.1   9:02.03 gnome-shell
172499 flynnkm   20   0  453128   5388   3352 S   0.0  0.0   0:02.24 ibus-daemon
172503 flynnkm   20   0  375964   3552   2944 S   0.0  0.0   0:00.01 ibus-dconf
172505 flynnkm   20   0  464812  13496   8716 S   0.0  0.0   0:00.61 ibus-x11
172507 flynnkm   20   0  375964   3348   2776 S   0.0  0.0   0:00.04 ibus-portal
172519 flynnkm   20   0  371456   3140   2564 S   0.0  0.0   0:00.00 xdg-permission-
172524 flynnkm   20   0  650088  11736   8940 S   0.0  0.0   0:00.09 gnome-shell-cal
172529 flynnkm   20   0 1444400  16372  11956 S   0.0  0.0   0:00.11 evolution-sourc
172540 flynnkm   20   0  893328  25168  19132 S   0.0  0.0   0:00.08 goa-daemon
172547 flynnkm   20   0  527716   8156   6120 S   0.0  0.0   0:05.08 goa-identity-se
172563 flynnkm   20   0  187520   2880   2316 S   0.0  0.0   0:00.23 dconf-service
172568 flynnkm   20   0  411664   7516   6108 S   0.0  0.0   0:00.43 mission-control
172580 flynnkm   20   0  416208   5608   3884 S   0.0  0.0   0:08.50 gvfs-udisks2-vo
172592 flynnkm   20   0  371692   3140   2572 S   0.0  0.0   0:00.02 gvfs-goa-volume
172598 flynnkm   20   0  400688   3624   2812 S   0.0  0.0   0:00.02 gvfs-gphoto2-vo
172605 flynnkm   20   0  478512   4376   3400 S   0.0  0.0   0:00.03 gvfs-afc-volume
172613 flynnkm   20   0  391600   3384   2704 S   0.0  0.0   0:00.01 gvfs-mtp-volume
172618 gdm       20   0  453100   5340   3312 S   0.0  0.0   4:45.52 ibus-daemon
172625 gdm       20   0  375984   3452   2872 S   0.0  0.0   0:00.00 ibus-dconf
172630 gdm       20   0  464832  13548   8652 S   0.0  0.0   0:00.06 ibus-x11
172634 gdm       20   0  375964   3352   2780 S   0.0  0.0   0:00.00 ibus-portal
172644 flynnkm   20   0  631692  14716   9508 S   0.0  0.0   0:00.70 gsd-power
172652 flynnkm   20   0  439192   5520   4188 S   0.0  0.0   0:00.11 gsd-print-notif
172653 flynnkm   20   0  538872   3272   2596 S   0.0  0.0   0:00.06 gsd-rfkill
172655 flynnkm   20   0  374184   2968   2420 S   0.0  0.0   0:00.04 gsd-screensaver
172657 flynnkm   20   0  558996   4204   3284 S   0.0  0.0   0:00.06 gsd-sharing
172659 gdm       20   0  364704   2624   2160 S   0.0  0.0   0:00.00 xdg-permission-
172662 flynnkm   20   0  455012   4728   3652 S   0.0  0.0   0:00.05 gsd-sound
172669 flynnkm   20   0  615268  14900   9568 S   0.0  0.0   0:00.25 gsd-xsettings
172673 flynnkm   20   0  549260  14080   9012 S   0.0  0.0   0:00.21 gsd-wacom
172674 flynnkm   20   0  472472   5052   4172 S   0.0  0.0   0:00.07 gsd-smartcard
172677 flynnkm   20   0  456816   3380   2764 S   0.0  0.0   0:00.05 gsd-account
172693 flynnkm   20   0  376488   3244   2672 S   0.0  0.0   0:00.04 gsd-a11y-settin
172694 flynnkm   20   0  464432  13304   8532 S   0.0  0.0   0:00.20 gsd-clipboard
172698 flynnkm   20   0  714024  14340   9216 S   0.0  0.0   0:10.38 gsd-color
172700 flynnkm   20   0  541552   8332   6288 S   0.0  0.0   0:00.05 gsd-datetime
172702 flynnkm   20   0  463512   4216   3220 S   0.0  0.0   0:33.54 gsd-housekeepin
172704 flynnkm   20   0  614228  13552   8700 S   0.0  0.0   0:00.18 gsd-keyboard
172709 flynnkm   20   0 1143036  15404   9936 S   0.0  0.0   0:00.61 gsd-media-keys
172714 flynnkm   20   0  376492   3236   2664 S   0.0  0.0   0:00.04 gsd-mouse
172734 flynnkm   20   0  608628   7764   5740 S   0.0  0.0   0:00.02 gsd-printer
172772 flynnkm   20   0 1314100  90188  21200 S   0.0  0.0   0:06.91 gnome-software
172777 flynnkm   20   0  273064   3536   2616 S   0.0  0.0   0:00.00 gsd-disk-utilit
172779 flynnkm   39  19  558772  10572   7468 S   0.0  0.0   0:00.07 tracker-miner-a
172780 flynnkm   39  19 1190164  12304   8244 S   0.0  0.0   0:00.54 tracker-miner-f
172787 flynnkm   20   0  889740  29116  18036 S   0.0  0.0   0:01.21 nautilus-deskto
172788 flynnkm   39  19  562016   9860   7128 S   0.0  0.0   0:00.04 tracker-miner-u
172800 flynnkm   20   0  530256  16840  10880 S   0.0  0.0   0:00.15 abrt-applet
172801 flynnkm   39  19  737364  12696   7900 S   0.0  0.0   0:05.98 tracker-extract
172805 flynnkm   20   0  309868   9596   7148 S   0.0  0.0   0:00.04 seapplet
172833 flynnkm   20   0  592392  22036   6080 S   0.0  0.0   0:03.42 tracker-store
172836 flynnkm   20   0  464900   4744   3532 S   0.0  0.0   0:00.94 gvfsd-trash
172860 flynnkm   20   0  916704  16268  12084 S   0.0  0.0   0:00.08 evolution-calen
172912 flynnkm   20   0 1200644  15904  11768 S   0.0  0.0   0:00.11 evolution-calen
172951 flynnkm   20   0  903428  15704  11620 S   0.0  0.0   0:00.06 evolution-addre
172962 flynnkm   20   0 1185656  17264  12964 S   0.0  0.0   0:00.11 evolution-addre
172978 flynnkm   20   0  973584  39408  19172 S   0.0  0.0   0:54.12 nautilus
172999 flynnkm   20   0  302300   3440   2852 S   0.0  0.0   0:00.32 ibus-engine-sim
173058 flynnkm   20   0  536092   3892   3028 S   0.0  0.0   0:00.02 gvfsd-burn
173092 flynnkm   20   0  318012   3456   2676 S   0.0  0.0   0:00.31 gvfsd-metadata
174007 root       0 -20       0      0      0 S   0.0  0.0   0:00.09 kworker/9:2H
174261 gdm       20   0  615288  14876   9516 S   0.0  0.0   0:00.09 gsd-xsettings
174267 gdm       20   0  376496   5336   2680 S   0.0  0.0   0:00.00 gsd-a11y-settin
174273 gdm       20   0  464444  13352   8480 S   0.0  0.0   0:00.06 gsd-clipboard
174277 gdm       20   0  664612  23940   9460 S   0.0  0.0  68:37.41 gsd-color
174285 gdm       20   0  465508   7980   5988 S   0.0  0.0   0:00.01 gsd-datetime
174287 gdm       20   0  380716   3108   2548 S   0.0  0.0   0:00.00 gsd-housekeepin
174292 gdm       20   0  614236  13548   8636 S   0.0  0.0   0:00.17 gsd-keyboard
174299 gdm       20   0 1011988  15644  10084 S   0.0  0.0   0:15.04 gsd-media-keys
174303 gdm       20   0  300448   2852   2352 S   0.0  0.0   0:00.00 gsd-mouse
174306 gdm       20   0  705484  14836   9468 S   0.0  0.0   0:18.88 gsd-power
174314 gdm       20   0  317676   3100   2516 S   0.0  0.0   0:00.00 gsd-rfkill
174315 gdm       20   0  374184   2968   2416 S   0.0  0.0   0:00.00 gsd-screensaver
174319 gdm       20   0  411540   4164   3292 S   0.0  0.0   0:00.00 gsd-sharing
174326 gdm       20   0  472484   5120   4200 S   0.0  0.0   0:00.03 gsd-smartcard
174333 gdm       20   0  455156   5456   4256 S   0.0  0.0   0:00.00 gsd-sound
174335 gdm       20   0  625368  14280   9112 S   0.0  0.0   0:00.09 gsd-wacom
174339 gdm       20   0  363200   4536   3476 S   0.0  0.0   0:00.00 gsd-print-notif
174354 gdm       20   0  187396   2800   2324 S   0.0  0.0   0:00.00 dconf-service
174606 flynnkm   20   0  736316  27504  16804 S   0.0  0.0   0:03.26 gnome-terminal-
174613 flynnkm   20   0    8536    728    600 S   0.0  0.0   0:00.00 gnome-pty-helpe
174614 flynnkm   20   0  116860   3420   1676 S   0.0  0.0   0:00.12 bash
174882 flynnkm   20   0  610496 104376  48564 S   0.0  0.0   0:46.94 gview.exe
175193 root       0 -20       0      0      0 S   0.0  0.0   0:01.60 kworker/21:0H
175413 root      20   0  601292  16280   4892 S   0.0  0.0 126:33.09 f2b/server
175569 root       0 -20  148544   4396   3272 S   0.0  0.0   0:00.47 nxexec
175647 gdm        0 -20 1759772  56408  12608 S   0.0  0.0   6:55.43 nxnode.bin
176363 gdm       20   0  302168   3296   2736 S   0.0  0.0   0:00.00 ibus-engine-sim
176603 root       0 -20       0      0      0 S   0.0  0.0   0:01.98 kworker/9:1H
177217 root       0 -20       0      0      0 S   0.0  0.0   0:02.73 kworker/10:1H
177335 njukikk   20   0  599784   4428   3296 S   0.0  0.0   2:16.49 ibus-daemon
177346 njukikk   20   0  302216   3480   2896 S   0.0  0.0   0:00.00 ibus-dconf
177349 njukikk   20   0  464540  13308   8652 S   0.0  0.0   0:00.07 ibus-x11
177358 njukikk   20   0  228500   3072   2552 S   0.0  0.0   0:00.00 ibus-portal
177843 fitzgev   20   0 2776612  91756  58108 S   0.0  0.0   0:16.00 Web Content
177866 hartlecs  20   0  292160   3608   3004 S   0.0  0.0   0:00.01 ibus-daemon
178708 root      20   0  167584   5668   4280 S   0.0  0.0   0:00.62 sshd
178738 flynnkm   20   0  116860   3424   1688 S   0.0  0.0   0:00.30 bash
178838 sabbirm   20   0  179976   3340   1796 S   0.0  0.0   0:03.61 sshd
178855 sabbirm   20   0  113284   1204   1036 S   0.0  0.0   0:00.02 sh
178889 nx        20   0  622656  72488   6188 S   0.0  0.0   0:01.43 nxserver.bin
179025 cannizag  20   0  449680  20428   4268 S   0.0  0.0 380:29.51 python
179209 root       0 -20  148544   4400   3272 S   0.0  0.0   0:00.73 nxexec
179256 sabbirm    0 -20 3409272 267124  71492 S   0.0  0.1   2:28.52 nxnode.bin
179364 sabbirm   20   0  671588   9300   6588 S   0.0  0.0   0:00.53 gnome-session-b
179423 sabbirm   20   0 1727168  25812  15952 S   0.0  0.0   0:01.41 nxclient.bin
179504 sabbirm   20   0   58908    692    268 S   0.0  0.0   0:00.00 dbus-launch
179510 sabbirm   20   0   78448   1268    776 S   0.0  0.0   0:00.01 dbus-daemon
179528 sabbirm   20   0   58908    952    484 S   0.0  0.0   0:00.00 dbus-launch
179546 sabbirm   20   0   79668   2808   1176 S   0.0  0.0   0:00.71 dbus-daemon
179623 sabbirm   20   0  391920   4312   3520 S   0.0  0.0   0:00.04 imsettings-daem
179627 sabbirm   20   0  388732   3992   3124 S   0.0  0.0   0:00.05 gvfsd
179632 sabbirm   20   0  417824   3196   2612 S   0.0  0.0   0:00.00 gvfsd-fuse
179726 sabbirm   20   0   72508    780      0 S   0.0  0.0   0:00.05 ssh-agent
179804 sabbirm    0 -20  297536  29104   4508 S   0.0  0.0   0:16.88 nxcodec.bin
179861 sabbirm   20   0  346820   3732   3080 S   0.0  0.0   0:00.02 at-spi-bus-laun
179867 sabbirm   20   0   78580   2472   1868 S   0.0  0.0   0:00.08 dbus-daemon
179870 sabbirm   20   0  233120   3932   3184 S   0.0  0.0   0:00.15 at-spi2-registr
179896 sabbirm   20   0  317396   3716   2844 S   0.0  0.0   0:00.04 gnome-keyring-d
